"LRIMOShipNo","ShipName","ShipStatus","ShipStatusEffectiveDate","YearOfBuild","Deadweight","GrossTonnage","ClassificationSociety","FlagName","ShiptypeLevel5","Powerkwmax","Powerkwservice","Powerbhpihpshpmax","Powerbhpihpshpservice","FuelConsumptionMainEnginesonly","FuelConsumptionTotal","FuelType1Capacity","FuelType1Code","FuelType1First","FuelType2Capacity","FuelType2Code","FuelType2Second","NumberOfAllEngines","NumberOfAuxiliaryEngines","NumberofMainEngines","MainEngineDesigner","MainEngineModel","MainEngineStrokeType","MainEngineType","TEU","GroupBeneficialOwner","GroupBeneficialOwnerCountryOfControl","GroupBeneficialOwnerCountryofDomicile","Operator","OperatorCountryOfControl","OperatorCountryofDomicileName","RegisteredOwner","RegisteredOwnerCountryOfControl","RegisteredOwnerCountryofDomicile","ShipManager","ShipManagerCompanyCode","ShipManagerCountryOfControl","ShipManagerCountryofDomicileName","ShipManagerCountryOfRegistration","ShipManagerCoutryofDomicileCode","TechnicalManager","TechnicalManagerCode","TechnicalManagerCountryOfControl","TechnicalManagerCountryOfDomicile","TechnicalManagerCountryOfDomicileCode","TechnicalManagerCountryOfRegistration","DOCCompany","DOCCompanyCountryofDomicile","DOCCompanyCountryofDomicilecode","DOCCountryOfControl","DOCCountryOfRegistration","DocumentofComplianceDOCCompanyCode"
"9037305","ADAKENT","In Service/Commission","20031205","2002",9187,6167,"Bureau Veritas 2002-07","Turkey","General Cargo Ship",3840,0,5221,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",3,2,1,"MaK","8M32","4","Oil",900,"Denizsan Gemi Isletmeciligi","Turkey","Turkey","Denizsan Gemi Isletmeciligi","Turkey","Turkey","Adakent Denizcilik Sanayi","Turkey","Turkey","Denizsan Gemi Isletmeciligi","1216303","Turkey","Turkey","Turkey","TRK","Denizsan Gemi Isletmeciligi","1216303","Turkey","Turkey","TRK","Turkey","Denizsan Gemi Isletmeciligi","Turkey","TRK","Turkey","Turkey","1216303"
"9040895","KIRAN ASYA","In Service/Commission","20060613","2005",66832,39327,"Bureau Veritas 2005-11","Turkey","Bulk Carrier",11060,9401,15037,12782,.00,37.00,400.00,"DF","Distillate Fuel",2200.00,"RF","Residual Fuel",5,4,1,"B&W","7S50MC-C","2","Oil",0,"Kiran Holding AS","Turkey","Turkey","Pasifik Gemi Isletmeciligi","Turkey","Turkey","Kirtrans Denizcilik ve Ticaret","Turkey","Turkey","Pasifik Gemi Isletmeciligi","4104437","Turkey","Turkey","Turkey","TRK","Pasifik Gemi Isletmeciligi","4104437","Turkey","Turkey","TRK","Turkey","Pasifik Gemi Isletmeciligi","Turkey","TRK","Turkey","Turkey","4104437"
"9043081","NORDIC WOLVERINE","In Service/Commission","20061005","2006",16000,11360,"Det Norske Veritas 2006-06","Norway (Nis)","Chemical/Products Tanker",7281,6783,9899,9222,.00,.00,85.00,"DF","Distillate Fuel",1066.00,"RF","Residual Fuel",4,3,1,"MAN-B&W","6L50MC","2","Oil",0,"Borealis Maritime Ltd","United Kingdom","United Kingdom","Borealis Maritime Ltd","United Kingdom","United Kingdom","Bomar Four LLC","United Kingdom","United Kingdom","Borealis Maritime Ltd","5568031","United Kingdom","United Kingdom","United Kingdom","GBI","Selandia Ship Management India","1897790","India","India","IND","India","Selandia Ship Management India","India","IND","India","India","1897790"
"9043093","NORDIC LYNX","In Service/Commission","20030718","2003",16533,11360,"Det Norske Veritas 2003-07","Norway (Nis)","Chemical/Products Tanker",7260,0,9871,0,.00,.00,87.00,"DF","Distillate Fuel",1099.00,"RF","Residual Fuel",4,3,1,"MAN-B&W","6L50MC","2","Oil",0,"Borealis Maritime Ltd","United Kingdom","United Kingdom","Borealis Maritime Ltd","United Kingdom","United Kingdom","Bomar Three LLC","United Kingdom","United Kingdom","Borealis Maritime Ltd","5568031","United Kingdom","United Kingdom","United Kingdom","GBI","Selandia Ship Management India","1897790","India","India","IND","India","Selandia Ship Management India","India","IND","India","India","1897790"
"9045613","TK ROTTERDAM","In Service/Commission","20010530","2001",8861,6036,"Russian Maritime Register 2007-08","Liberia","General Cargo Ship",4524,0,6151,0,.00,.00,138.00,"DF","Distillate Fuel",948.00,"RF","Residual Fuel",1,,1,"MAN","K6SZ52/105CL","2","Oil",106,"Kiran Holding AS","Turkey","Turkey","Pasifik Gemi Isletmeciligi","Turkey","Turkey","Atlanta Oceanways Ltd","Turkey","Turkey","Pasifik Gemi Isletmeciligi","4104437","Turkey","Turkey","Turkey","TRK","Pasifik Gemi Isletmeciligi","4104437","Turkey","Turkey","TRK","Turkey","Pasifik Gemi Isletmeciligi","Turkey","TRK","Turkey","Turkey","4104437"
"9045651","MISTRAL","In Service/Commission","20000811","2000",7321,5469,"Germanischer Lloyd 2007-08, Nippon Kaiji Kyokai (Contemplated) 2014-09","Turkey","General Cargo Ship",2750,0,3739,0,.00,13.00,126.10,"DF","Distillate Fuel",305.00,"RF","Residual Fuel",1,,1,"MAN","6L40/54","4","Oil",120,"Bora Denizcilik","Turkey","Turkey","Bora Denizcilik","Turkey","Turkey","Bora Denizcilik","Turkey","Turkey","Bora Denizcilik","1205958","Turkey","Turkey","Turkey","TRK","Bora Denizcilik","1205958","Turkey","Turkey","TRK","Turkey","Bora Denizcilik","Turkey","TRK","Turkey","Turkey","1205958"
"9045663","H. KAPTAN","In Service/Commission","20040907","2004",6304,4293,"Bureau Veritas 2005-06","Turkey","General Cargo Ship",2880,0,3916,0,10.50,.00,125.00,"DF","Distillate Fuel",298.00,"RF","Residual Fuel",3,2,1,"MaK","6M32","4","Oil",120,"Sim Denizcilik","Turkey","Turkey","Sim Denizcilik","Turkey","Turkey","Gurmar Denizcilik","Turkey","Turkey","Sim Denizcilik","5053805","Turkey","Turkey","Turkey","TRK","Sim Denizcilik","5053805","Turkey","Turkey","TRK","Turkey","Sim Denizcilik","Turkey","TRK","Turkey","Turkey","5053805"
"9045704","CS CIHAN","In Service/Commission","20070701","2007",7600,5423,"Bureau Veritas 2010-03","Turkey","General Cargo Ship",3700,2975,5031,4045,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"MAN-B&W","5S35MC","2","Oil",450,"Ucler Denizcilik ve Ticaret","Turkey","Turkey","Armador Gemi Isletmecilig","Turkey","Turkey","Albatros Denizcilik Sanayi","Turkey","Turkey","Armador Gemi Isletmecilig","5605458","Turkey","Turkey","Turkey","TRK","Armador Gemi Isletmecilig","5605458","Turkey","Turkey","TRK","Turkey","Armador Gemi Isletmecilig","Turkey","TRK","Turkey","Turkey","5605458"
"9045728","NOTOS","In Service/Commission","20040820","2004",8049,5458,"Germanischer Lloyd 2004-11","Antigua & Barbuda","General Cargo Ship",2460,0,3345,0,10.00,11.50,112.00,"DF","Distillate Fuel",320.00,"RF","Residual Fuel",1,,1,"Wartsila","6R32LN","4","Oil",120,"EEH Elbe Emissionshaus GmbH","Germany","Germany","Candler Schiffahrt GmbH","Germany","Germany","Sykron GmbH & Co KG","Germany","Germany","Candler Schiffahrt GmbH","1424568","Germany","Germany","Germany","GEU","Candler Schiffahrt GmbH","1424568","Germany","Germany","GEU","Germany","Candler Schiffahrt GmbH","Germany","GEU","Germany","Germany","1424568"
"9045730","N DADAYLI","In Service/Commission","20040925","2004",6300,4189,"Bureau Veritas 2004-09","Turkey","General Cargo Ship",2880,0,3916,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",3,2,1,"MaK","6M32","4","Oil",120,"Dadaylilar Shipping Group","Turkey","Turkey","Dadaylilar Deniz","","Turkey","Ugur Denizcilik AS","Turkey","Turkey","Dadaylilar Deniz","1368147","","Turkey","Turkey","TRK","Dadaylilar Deniz","1368147","","Turkey","TRK","Turkey","Dadaylilar Deniz","Turkey","TRK","","Turkey","1368147"
"9045742","OSTRA","In Service/Commission","20060601","2006",6584,4422,"Bureau Veritas 2006-06","Turkey","General Cargo Ship",2876,2550,3910,3467,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",3,2,1,"MaK","6M32","4","Oil",120,"Ucler Denizcilik ve Ticaret","Turkey","Turkey","Grup Denizcilik Sanayi","Turkey","Turkey","Lider Denizcilik Sanayi ve Tic","Turkey","Turkey","CVS Denizcilik Sanayi Ticaret","5624259","","Turkey","Turkey","TRK","CVS Denizcilik Sanayi Ticaret","5624259","","Turkey","TRK","Turkey","CVS Denizcilik Sanayi Ticaret","Turkey","TRK","","Turkey","5624259"
"9055175","MERSA ALAM","In Service/Commission","20000929","2000",6016,4414,"Registro Italiano Navale 2008-12","Egypt","General Cargo Ship",3450,0,4691,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"MaK","6M551AK","4","Oil",425,"Egyptian Navigation Co","Egypt","Egypt","Egyptian Navigation Co","Egypt","Egypt","Egyptian Navigation Co","Egypt","Egypt","Egyptian Navigation Co","0104467","Egypt","Egypt","Egypt","EGY","Egyptian Navigation Co","0104467","Egypt","Egypt","EGY","Egypt","  Unknown","","","","","9991001"
"9089578","ODYSSEA DYNAMIC","In Service/Commission","20060906","2006",597,498,"American Bureau of Shipping 2009-04","United States Of America","Platform Supply Ship",1492,1268,2028,1724,.00,.00,154.50,"RF","Residual Fuel",.00,"NN","Not Applicable",4,2,2,"Caterpillar","3508B","4","Oil",0,"Odyssea Marine Inc","United States Of America","United States Of America","Odyssea Vessels Inc","United States Of America","United States Of America","Odyssea Vessels Inc","United States Of America","United States Of America","Odyssea Vessels Inc","1737032","United States Of America","United States Of America","United States Of America","USA","Odyssea Marine Inc","1782696","United States Of America","United States Of America","USA","United States Of America","  Unknown","","","","","9991001"
"9091296","RAJHANS","In Service/Commission","20041011","2004",10,124,"Indian Register of Shipping 2014-01","India","Pilot Vessel",1044,0,1419,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"Caterpillar","3412E","4","Oil",0,"India Govt","India","India","SCI","India","India","India Govt Andaman & Nicobar","India","India","SCI","0052882","India","India","India","IND","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"9092082","BORCOS TARIQ 1","Laid-Up","20140625","2004",256,289,"Lloyd's Register 2013-06-17","Malaysia","Tug",2126,0,2890,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",4,2,2,"Caterpillar","3512TA","4","Oil",0,"Borcos Shipping Sdn Bhd","Malaysia","Malaysia","Borcos Shipping Sdn Bhd","Malaysia","Malaysia","Borcos Shipping Sdn Bhd","Malaysia","Malaysia","Borcos Shipping Sdn Bhd","0946377","Malaysia","Malaysia","Malaysia","MAL","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"9092836","WINSTAR GRACE","In Service/Commission","20030801","2003",120,142,"Germanischer Lloyd 2003-08","Singapore","Tug",746,646,1014,878,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"Cummins","KT-19-M","4","Oil",0,"Winstar Shipping Pte Ltd","Singapore","Singapore","Winstar Shipping Pte Ltd","Singapore","Singapore","TYS Marine Services Pte Ltd","Singapore","Singapore","Winstar Shipping Pte Ltd","1966797","Singapore","Singapore","Singapore","SNG","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"9093323","SANTAI MARU","In Service/Commission","20050803","2005",1879,749,"","Japan","Chemical Tanker",1618,0,2200,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"Hanshin","LH34LG","4","Oil",0,"Kimura Kaiun KK","Japan","Japan","Kimura Kaiun KK","Japan","Japan","Kimura Kaiun KK","Japan","Japan","Kimura Kaiun KK","0234911","Japan","Japan","Japan","JPN","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"9094315","GREEN MARU NO. 8","In Service/Commission","20051208","2005",1424,749,"","Japan","Chemical Tanker",1620,1377,2203,1872,4.90,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"Akasaka","A34C","4","Oil",0,"Nippon Gas Line KK","Japan","Japan","Nippon Gas Line KK","Japan","Japan","Nippon Tokushusen KK","Japan","Japan","Nippon Tokushusen KK","0256059","Japan","Japan","Japan","JPN","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"9095084","BLUE WING","In Service/Commission","20060412","2006",1036,878,"","United States Of America","Platform Supply Ship",2460,2090,3344,2842,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"Caterpillar","3512B-TA","4","Oil",0,"Adriatic Marine LLC","United States Of America","United States Of America","Adriatic Marine LLC","United States Of America","United States Of America","Adriatic Marine LLC","United States Of America","United States Of America","Adriatic Marine LLC","5311807","United States Of America","United States Of America","United States Of America","USA","Adriatic Marine LLC","5311807","United States Of America","United States Of America","USA","United States Of America","  Unknown","","","","","9991001"
"9095101","PINTAIL","In Service/Commission","20060802","2006",1278,878,"","United States Of America","Platform Supply Ship",1940,1648,2638,2240,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"Caterpillar","3512B","4","Oil",0,"Adriatic Marine LLC","United States Of America","United States Of America","Adriatic Marine LLC","United States Of America","United States Of America","Adriatic Marine LLC","United States Of America","United States Of America","Adriatic Marine LLC","5311807","United States Of America","United States Of America","United States Of America","USA","Adriatic Marine LLC","5311807","United States Of America","United States Of America","USA","United States Of America","  Unknown","","","","","9991001"
"9097288","PORT EADS","In Service/Commission","20070101","2007",850,690,"","United States Of America","Platform Supply Ship",1268,1076,1724,1462,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"Cummins","KTA-38-M0","4","Oil",0,"Romeo Papa LLC","United States Of America","United States Of America","Romeo Papa LLC","United States Of America","United States Of America","Romeo Papa LLC","United States Of America","United States Of America","Romeo Papa LLC","5140755","United States Of America","United States Of America","United States Of America","USA","Romeo Papa LLC","5140755","United States Of America","United States Of America","USA","United States Of America","  Unknown","","","","","9991001"
"9097410","MEKONGTRANS 02","In Service/Commission","20080610","2008",5434,3941,"Bureau Veritas 2008-10, Vietnam Register 2008-06","Vietnam","Chemical/Products Tanker",2574,2187,3500,2973,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"Yanmar","6N330-EN","4","Oil",0,"Khai Hoan Marine Corp","Vietnam","Vietnam","Mekong Petroleum Transport JSC","Vietnam","Vietnam","Mekong Petroleum Transport JSC","Vietnam","Vietnam","Mekong Petroleum Transport JSC","4132841","Vietnam","Vietnam","Vietnam","VNM","Mekong Petroleum Transport JSC","4132841","Vietnam","Vietnam","VNM","Vietnam","  Unknown","","","","","9991001"
"9097604","TIGER 7","In Service/Commission","20070712","2007",66,180,"American Bureau of Shipping 2010-06","United States Of America","Tug",3282,2788,4462,3790,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"Caterpillar","3516B-TA","4","Oil",0,"P&R Water Taxi Ltd","United States Of America","United States Of America","P&R Water Taxi Ltd","United States Of America","United States Of America","Tiger Tug 6 & 7 LLC","United States Of America","United States Of America","P&R Water Taxi Ltd","5170493","United States Of America","United States Of America","United States Of America","USA","  Unknown","9991001","","","","","  Unknown","","","","","9991001"
"9098696","JINJU","In Service/Commission","20050819","2005",4705,2996,"Isthmus Bureau of Shipping 2008-07","Panama","General Cargo Ship",1765,0,2400,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",3,2,1,"Chinese Std. Type","G8300ZC","4","Oil",0,"Dongil Shipping Co Ltd","Korea, South","Korea, South","Dongil Shipping Co Ltd","Korea, South","Korea, South","East Line SA","Korea, South","Korea, South","Dongil Shipping Co Ltd","5283471","Korea, South","Korea, South","Korea, South","KRS","Dongil Shipping Co Ltd","5283471","Korea, South","Korea, South","KRS","Korea, South","Dongil Shipping Co Ltd","Korea, South","KRS","Korea, South","Korea, South","5283471"
"9098969","JOHANNIS DE RIJKE","In Service/Commission","20070702","2007",1562,869,"Bureau Veritas 2007-07","Netherlands","Hopper/Dredger (unspecified)",708,0,962,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",4,2,2,"Caterpillar","3406","4","Oil",0,"Van Oord NV","Netherlands","Netherlands","Van Oord NV","Netherlands","Netherlands","Van Oord Overig Materieel I BV","Netherlands","Netherlands","Van Oord Ship Management BV","5243171","Netherlands","Netherlands","Netherlands","NTH","Van Oord Ship Management BV","5243171","Netherlands","Netherlands","NTH","Netherlands","Van Oord Ship Management BV","Netherlands","NTH","Netherlands","Netherlands","5243171"
"9098971","JOHAN VAN VEEN","In Service/Commission","20070911","2007",1562,869,"Bureau Veritas 2007-09","Netherlands","Hopper/Dredger (unspecified)",708,0,962,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",4,2,2,"Caterpillar","3408C","4","Oil",0,"Van Oord NV","Netherlands","Netherlands","Van Oord NV","Netherlands","Netherlands","Van Oord Overig Materieel I BV","Netherlands","Netherlands","Van Oord Ship Management BV","5243171","Netherlands","Netherlands","Netherlands","NTH","Van Oord Ship Management BV","5243171","Netherlands","Netherlands","NTH","Netherlands","Van Oord Ship Management BV","Netherlands","NTH","Netherlands","Netherlands","5243171"
"9099327","COROMONDEL SUPPORTER III","In Service/Commission","20071228","2007",1274,994,"Bureau Veritas 2012-08, Indian Register of Shipping 2011-06","India","Offshore Tug/Supply Ship",3530,0,4800,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",2,,2,"Chinese Std. Type","8300ZC","4","Oil",0,"Gol Offshore Ltd","India","India","Kei-Rsos Maritime Ltd","India","India","Kei-Rsos Maritime Ltd","India","India","Kei-Rsos Maritime Ltd","5204624","India","India","India","IND","Kei-Rsos Maritime Ltd","5204624","India","India","IND","India","Kei-Rsos Maritime Ltd","India","IND","India","India","5204624"
"9103403","GASCHEM HUNTE","In Service/Commission","20000526","2000",5778,5725,"Germanischer Lloyd 2000-03","Liberia","LPG Tanker",3884,0,5281,0,.00,18.00,192.00,"DF","Distillate Fuel",612.00,"RF","Residual Fuel",4,3,1,"B&W","6L35MC","2","Oil",0,"Pareto Business Management AS","Norway","Norway","GasChem Services GmbH & Co KG","Germany","Germany","Hartgas LPG AS","Norway","Norway","Camillo Eitzen & Co AS","5818581","Norway","Norway","Norway","NOR","Hartmann Schiffahrts GmbH & Co","1220552","Germany","Germany","GEU","Germany","Hartmann Schiffahrts GmbH & Co","Germany","GEU","Germany","Germany","1220552"
"9103843","NICOS I. V.","In Service/Commission","20020900","2002",44500,31183,"Lloyd's Register 2002-09-27","Greece","Chemical/Products Tanker",10400,0,14140,0,.00,43.00,196.00,"DF","Distillate Fuel",2113.00,"RF","Residual Fuel",4,3,1,"B&W","6S60MC","2","Oil",0,"Avin International SA","Greece","Greece","Avin International SA","Greece","Greece","Nicos IV  ENE","Greece","Greece","Avin International SA","0642512","Greece","Greece","Panama","GRC","Avin International SA","0642512","Greece","Greece","GRC","Panama","Avin International SA","Greece","GRC","Greece","Panama","0642512"
"9108843","MAINGAS","In Service/Commission","20081210","2001",3467,3932,"Germanischer Lloyd 2001-07","Liberia","LPG Tanker",2400,0,3263,0,.00,11.00,112.00,"DF","Distillate Fuel",391.00,"RF","Residual Fuel",1,,1,"B&W","4L35MC","2","Oil",0,"Pareto Business Management AS","Norway","Norway","GasChem Services GmbH & Co KG","Germany","Germany","Hartgas LPG AS","Norway","Norway","Camillo Eitzen & Co AS","5818581","Norway","Norway","Norway","NOR","Hartmann Schiffahrts GmbH & Co","1220552","Germany","Germany","GEU","Germany","Hartmann Schiffahrts GmbH & Co","Germany","GEU","Germany","Germany","1220552"
